"","purpose","users","own_country","orbital_class","orbit_type","longitude","perigee","apogee","eccentricity","inclination","period","launch_mass","launch_date","lifetime","launch_site","new_name","launch_year","group_label","height","velocity","color","mean_alt","Count","unit","new_users","new_purpose"
"500","Communications","Military","USA","GEO","Unlisted",170,35500,35500,0,4,1436.1,NA,2014-05-22,NA,"Cape Canaveral","SDS III-8",2014,"USA",35500000,17655.8323161311,NA,35500,575,1,"Military","Communications"
"501","Communications","Commercial","Luxembourg","GEO","Unlisted",-68,35776,35795,0.000225,1.15,1436.08,2924,1994-11-01,15,"Guiana Space Center","Astra 1D",1994,"World",35795000,17655.4257678026,"#D7EAE8",35786,18,1,"Commercial","Communications"
"502","Communications","Commercial","USA","GEO","Unlisted",-121,35775,35797,0.000261,0.01,1436.08,4000,2003-08-08,13,"Sea Launch","Echostar 9/Galaxy 23",2003,"USA",35797000,17655.4230116386,"#BBDEE8",35786,575,1,"Commercial","Communications"
"503","Communications","Commercial","China","GEO","Unlisted",106,35781,35793,0.000142,0.07,1436.1,4500,2014-08-05,15,"Cape Canaveral","AsiaSat-8",2014,"World",35793000,17655.4285239679,"#B1D9E6",35787,191,1,"Commercial","Communications"
"504","Communications","Commercial","Australia","GEO","Unlisted",145,35790,35798,9.49e-05,0,1436.1,6405,2016-10-05,15,"Guiana Space Center","Sky Muster 2",2016,"World",35798000,17655.4216335571,"#9DD2E1",35794,8,1,"Commercial","Communications"
"505","Communications","Commercial","Luxembourg","GEO","Unlisted",28,35785,35789,4.74e-05,0.09,1436.11,6000,2014-12-27,15,"Baikonur Cosmodrome","Astra 2G",2014,"World",35789000,17655.4340363024,"#9FD3E2",35787,18,1,"Commercial","Communications"
"506","Communications","Commercial","USA","GEO","Unlisted",5,35783,35791,9.49e-05,0.13,1436.12,6007,2012-07-09,15,"Baikonur Cosmodrome","SES-5",2012,"USA",35791000,17655.4312801345,"#9FD3E2",35787,575,1,"Commercial","Communications"
"507","Communications","Commercial","Australia","GEO","Unlisted",164,35772,35802,0.000356,0.05,1436.11,3270,2014-09-11,15,"Guiana Space Center","Optus 10",2014,"World",35802000,17655.4161212342,"#C8E4E9",35787,8,1,"Commercial","Communications"
"508","Communications","Military","USA","GEO","Unlisted",-12,35785,35786,1.19e-05,0,1436.1,5990,2009-12-06,NA,"Cape Canaveral","Wideband Global Satcom 3",2009,"USA",35786000,17655.4381705566,"#A0D3E2",35786,575,1,"Military","Communications"
"509","Communications","Commercial","Saudi Arabia","LEO","Sun-Synchronous",0,652,714,0.0044,97.8,98.4,12,2007-04-17,NA,"Baikonur Cosmodrome","Saudicomsat-3",2007,"World",714000,17703.9697516162,"#FC280A",683,11,1,"Commercial","Communications"
"510","Communications","Military","USA","GEO","Unlisted",131,35770,35803,0.000391,4.7,1436.1,NA,2011-03-02,NA,"Cape Canaveral","SDS III-6",2011,"USA",35803000,17655.4147431543,NA,35786,575,1,"Military","Communications"
"511","Communications","Military","Russia","LEO","Equatorial",0,1468,1506,0.00242,8.5,115.7,225,2002-07-08,3,"Plesetsk Cosmodrome","Strela 3",2002,"World",1506000,17702.8693854075,"#FA9C10",1487,133,1,"Military","Communications"
"512","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1413,1414,6.42e-05,52,114.1,450,1999-07-25,10,"Cape Canaveral","Globalstar M028",1999,"USA",1414000,17702.9971951923,"#FAD321",1414,575,1,"Commercial","Communications"
"513","Communications","Military","Russia","LEO","Polar",0,1474,1495,0.00134,82.5,115.6,225,2004-09-23,3,"Plesetsk Cosmodrome","Strela 3",2004,"World",1495000,17702.8846668665,"#FA9C10",1484,133,1,"Military","Communications"
"514","Communications","Commercial","Russia","GEO","Unlisted",53,34094,37636,0.0419,0.53,1440.09,3358,2014-10-21,15,"Baikonur Cosmodrome","Express-AM6",2014,"World",37636000,17652.88926496,"#C6E3E9",35865,133,1,"Commercial","Communications"
"515","Communications","Commercial","Mexico","GEO","Unlisted",77,35776,35795,0.000225,0.01,1436.07,3287,1995-12-28,12,"Xichang Satellite Launch Center","Echostar 1",1995,"World",35795000,17655.4257678026,"#C8E4E9",35786,4,1,"Commercial","Communications"
"516","Communications","Military","Russia","LEO","Polar",0,1436,1448,0.000768,82.5,114.7,225,2005-12-21,NA,"Plesetsk Cosmodrome","Rodnik",2005,"World",1448000,17702.9499608189,"#FA9C10",1442,133,1,"Military","Communications"
"517","Communications","Commercial","Brazil","GEO","Unlisted",-65,35703,35778,0.000891,0.03,1436,4100,2007-11-14,15,"Guiana Space Center","Star One C1",2007,"World",35778000,17655.4491952488,"#B9DDE8",35740,10,1,"Commercial","Communications"
"518","Communications","Military","Russia","LEO","Polar",0,1498,1509,0.000699,82.5,116,280,2009-07-06,5,"Plesetsk Cosmodrome","Rodnik",2009,"World",1509000,17702.8652177438,"#FAB317",1504,133,1,"Military","Communications"
"519","Communications","Government/Commercial","USA","LEO","Polar",0,776,780,0.00028,86.4,100.4,689,1997-06-18,8,"Baikonur Cosmodrome","Iridium 13",1997,"USA",780000,17703.878046595,"#FBEE55",778,575,1,"Government","Communications"
"520","Communications","Military","Russia","LEO","Polar",0,1478,1510,0.00203,82.45,115.85,280,2014-05-23,5,"Plesetsk Cosmodrome","Rodnik",2014,"World",1510000,17702.8638285232,"#FAB317",1494,133,1,"Military","Communications"
"521","Communications","Military","Russia","Elliptical","Molniya",0,962,39398,0.724,62.82,717.88,2500,2014-10-30,7,"Plesetsk Cosmodrome","Meridian-7",2014,"World",39398000,17650.4626307506,"#E3EFE8",20180,133,1,"Military","Communications"
"522","Communications","Government","China","GEO","Unlisted",17,35768,35802,0.000403,2.04,1436,2200,2012-07-25,NA,"Xichang Satellite Launch Center","TianLian 3",2012,"World",35802000,17655.4161212342,"#F3F5E4",35785,191,1,"Government","Communications"
"523","Communications","Government","China","GEO","Unlisted",111,35775,35797,0.000261,0.17,1436.05,5000,2011-06-20,15,"Xichang Satellite Launch Center","Zhongxing 10",2011,"World",35797000,17655.4230116386,"#A8D5E5",35786,191,1,"Government","Communications"
"524","Communications","Military","Russia","LEO","Polar",0,1481,1512,0.00197,82.5,115.9,280,2012-07-28,5,"Plesetsk Cosmodrome","Rodnik",2012,"World",1512000,17702.861050083,"#FAB317",1496,133,1,"Military","Communications"
"525","Communications","Government/Commercial","USA","GEO","Unlisted",-167,35773,35796,0.000273,9.4,1436.99,3180,1991-08-02,10,"Cape Canaveral","TDRS-5",1991,"USA",35796000,17655.4243897204,"#CDE6E9",35784,575,1,"Government","Communications"
"526","Communications","Government","China","GEO","Unlisted",101,35765,35805,0.000474,4.89,1436.05,NA,2016-08-05,NA,"Xichang Satellite Launch Center","Tiantong-1-01",2016,"World",35805000,17655.4119869955,NA,35785,191,1,"Government","Communications"
"527","Communications","Government","China","GEO","Unlisted",77,35778,35793,0.000178,3.06,1436.1,2200,2016-11-22,NA,"Xichang Satellite Launch Center","TianLian 4",2016,"World",35793000,17655.4285239679,"#F3F5E4",35786,191,1,"Government","Communications"
"528","Communications","Military","Russia","GEO","Unlisted",80,35782,35790,9.49e-05,0.09,1436.1,5000,2011-09-20,NA,"Baikonur Cosmodrome","Garpun-1",2011,"World",35790000,17655.4326582183,"#A8D5E5",35786,133,1,"Military","Communications"
"529","Communications","Commercial","USA","GEO","Unlisted",169,35774,35798,0.000285,0.02,1436.08,3592,1998-11-04,15,"Baikonur Cosmodrome","Intelsat 8",1998,"USA",35798000,17655.4216335571,"#C2E1E9",35786,575,1,"Commercial","Communications"
"530","Communications","Government/Commercial","USA","LEO","Polar",0,776,779,0.00021,86.4,100.4,689,1998-04-07,8,"Baikonur Cosmodrome","Iridium 62",1998,"USA",779000,17703.8794360544,"#FBEE55",778,575,1,"Government","Communications"
"531","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,788,795,0.000489,45,100.7,45,1998-08-02,5,"Wallops Island Flight Facility","ORBCOMM FM-13",1998,"USA",795000,17703.8572047435,"#FB4A08",792,575,1,"Commercial","Communications"
"532","Communications","Government","Mexico","GEO","Unlisted",-117,35767,35805,0.000451,7.12,1436,5325,2015-10-02,15,"Cape Canaveral","Mexsat3",2015,"World",35805000,17655.4119869955,"#A5D4E4",35786,4,1,"Government","Communications"
"533","Communications","Commercial","USA","GEO","Unlisted",-110,35780,35792,0.000142,0.06,1436,4333,2006-02-15,15,"Sea Launch","Echostar 10",2006,"USA",35792000,17655.429902051,"#B4DAE7",35786,575,1,"Commercial","Communications"
"534","Communications","Government","Norway","LEO","Sun-Synchronous",0,615,632,0.00122,98,97.2,6,2010-07-12,3,"Satish Dhawan Space Center","AISSat-1",2010,"World",632000,17704.0836901429,"#FC140A",624,6,1,"Government","Communications"
"535","Communications","Commercial","USA","GEO","Unlisted",-99,35775,35798,0.000273,0.01,1436.1,4640,2006-06-18,15,"Sea Launch (Odyssey)","Galaxy-16",2006,"USA",35798000,17655.4216335571,"#AED7E6",35786,575,1,"Commercial","Communications"
"536","Communications","Commercial","USA","GEO","Unlisted",-115,35784,35787,3.56e-05,0.01,1436.09,5193,2006-10-30,15,"Sea Launch (Odyssey)","XM Radio 4",2006,"USA",35787000,17655.4367924716,"#A7D5E4",35786,575,1,"Commercial","Communications"
"537","Communications","Commercial","Multinational","GEO","Unlisted",1,35786,35787,1.19e-05,0.06,1436.09,4880,2008-12-20,15,"Guiana Space Center","Eutelsat Hot Bird 13C",2008,"World",35787000,17655.4367924716,"#AAD5E5",35786,66,1,"Commercial","Communications"
"538","Communications","Commercial","USA","GEO","Unlisted",-27,35770,35803,0.000391,0.02,1436.1,4685,2003-02-15,13,"Guiana Space Center","Intelsat 907",2003,"USA",35803000,17655.4147431543,"#ADD7E6",35786,575,1,"Commercial","Communications"
"539","Communications","Government/Commercial","USA","LEO","Polar",0,748,750,0.00014,86.4,99.8,689,2002-06-20,8,"Plesetsk Cosmodrome","Iridium 98",2002,"USA",750000,17703.9197305189,"#FBEE55",749,575,1,"Government","Communications"
"540","Communications","Military","Spain","GEO","Unlisted",13,35745,35826,0.000961,0.06,1436.1,3680,2006-03-11,NA,"Guiana Space Center","Spainsat",2006,"World",35826000,17655.3830474055,"#C0E0E9",35786,15,1,"Military","Communications"
"541","Communications","Military","USA","Elliptical","Molniya",0,400,39966,0.745,60,718,NA,2007-12-10,NA,"Cape Canaveral","SDS III-5",2007,"USA",39966000,17649.6805919006,NA,20183,575,1,"Military","Communications"
"542","Communications","Government/Commercial","USA","LEO","Polar",0,776,780,0.00028,86.4,100.4,689,1998-11-06,8,"Vandenberg AFB","Iridium 86",1998,"USA",780000,17703.878046595,"#FBEE55",778,575,1,"Government","Communications"
"543","Communications","Military","Russia","GEO","Unlisted",90,35612,35949,0.004,1.44,1435.79,2400,2009-02-28,5,"Baikonur Cosmodrome","Raduga 1-8",2009,"World",35949000,17655.2135469506,"#E8F1E7",35780,133,1,"Military","Communications"
"544","Communications","Military","USA","LEO","Polar",0,443,886,0.0315,120.3,98,NA,2013-12-06,NA,"Vandenberg AFB","SNaP-3-1",2013,"USA",886000,17703.7307657554,NA,664,575,1,"Military","Communications"
"545","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,787,796,0.000628,45,100.7,45,1999-12-04,5,"Wallops Island Flight Facility","ORBCOMM FM-34",1999,"USA",796000,17703.8558152894,"#FB4A08",792,575,1,"Commercial","Communications"
"546","Communications","Military","Russia","LEO","Polar",0,1471,1495,0.00153,82.5,115.5,225,2004-09-23,3,"Plesetsk Cosmodrome","Strela 3",2004,"World",1495000,17702.8846668665,"#FA9C10",1483,133,1,"Military","Communications"
"547","Communications","Commercial","USA","GEO","Unlisted",NA,35774,35798,0.000285,0.02,1436.09,5514,2011-09-29,15,"Baikonur Cosmodrome","QuetzSat-1",2011,"USA",35798000,17655.4216335571,"#A3D4E3",35786,575,1,"Commercial","Communications"
"548","Communications","Military","USA","GEO","Unlisted",60,35786,35787,1.19e-05,0.03,1436.12,5987,2009-04-04,NA,"Cape Canaveral","Wideband Global Satcom 2",2009,"USA",35787000,17655.4367924716,"#A0D3E2",35786,575,1,"Military","Communications"
"549","Communications","Commercial","Russia","GEO","Unlisted",56,35781,35804,0.000273,0.06,1436.4,1726,2014-03-15,15,"Baikonur Cosmodrome","Express-AT1",2014,"World",35804000,17655.4133650747,"#F6F7C9",35792,133,1,"Commercial","Communications"
"550","Communications","Military","Russia","LEO","Polar",0,1415,1419,0.000257,82.5,114.2,225,2001-12-27,3,"Plesetsk Cosmodrome","Strela 3",2001,"World",1419000,17702.9902489372,"#FA9C10",1417,133,1,"Military","Communications"
"551","Communications","Military","Russia","LEO","Polar",0,1473,1516,0.00273,82.5,115.86,250,2013-01-15,5,"Plesetsk Cosmodrome","Rodnik",2013,"World",1516000,17702.8554932064,"#FAA112",1494,133,1,"Military","Communications"
"552","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,769,777,0.00056,45,100.3,45,1997-12-23,5,"Wallops Island Flight Facility","ORBCOMM FM-9",1997,"USA",777000,17703.8822149742,"#FB4A08",773,575,1,"Commercial","Communications"
"553","Communications","Military","USA","GEO","Unlisted",-10,35771,35805,0.000403,3.8,1436.1,NA,2012-06-20,NA,"Cape Canaveral","SDS III-7",2012,"USA",35805000,17655.4119869955,NA,35788,575,1,"Military","Communications"
"554","Communications","Commercial","Thailand","GEO","Unlisted",120,35775,35798,0.000273,0,1436.1,6505,2005-08-11,12,"Guiana Space Center","Thaicom-4",2005,"World",35798000,17655.4216335571,"#9CD2E1",35786,5,1,"Commercial","Communications"
"555","Communications","Commercial","Canada","LEO","Equatorial",0,630,649,0.00136,6,97.5,6,2015-09-28,NA,"Satish Dhawan Space Centre","exactView 9",2015,"World",649000,17704.0600685603,"#FC140A",640,32,1,"Commercial","Communications"
"556","Communications","Government/Commercial","USA","LEO","Polar",0,775,780,0.00035,86.4,100.4,689,1999-06-11,8,"Taiyuan Launch Center","Iridium 21A",1999,"USA",780000,17703.878046595,"#FBEE55",778,575,1,"Government","Communications"
"557","Communications","Commercial","USA","GEO","Unlisted",69,35776,35796,0.000237,0.04,1436.08,3739,2001-05-14,15,"Baikonur Cosmodrome","Intelsat 10",2001,"USA",35796000,17655.4243897204,"#C0E0E9",35786,575,1,"Commercial","Communications"
"558","Communications","Commercial","Canada","GEO","Unlisted",-111,35781,35790,0.000107,0.01,1436.08,5910,2004-07-18,15,"Guiana Space Center","Anik F2",2004,"World",35790000,17655.4326582183,"#A1D3E3",35786,32,1,"Commercial","Communications"
"559","Communications","Commercial","Luxembourg","GEO","Unlisted",19,35766,35807,0.000486,0.08,1436.1,4332,2006-04-20,15,"Cape Canaveral","Astra 1KR",2006,"World",35807000,17655.4092308379,"#B5DBE7",35786,18,1,"Commercial","Communications"
"560","Communications","Military","Russia","Elliptical","Molniya",0,2253,38105,0.675,62.85,645.98,2500,2010-11-02,NA,"Plesetsk Cosmodrome","Meridian-3",2010,"World",38105000,17652.2432583358,"#E3EFE8",20179,133,1,"Military","Communications"
"561","Communications","Military","France/Italy","GEO","Unlisted",37,35770,35800,0.000356,0,1436,4400,2015-04-26,15,"Guiana Space Center","Sicral 2/Syracuse 3C",2015,"World",35800000,17655.418877395,"#B4DAE7",35785,3,1,"Military","Communications"
"562","Communications","Commercial","Canada","LEO","Sun-Synchronous",0,806,821,0.00104,99,101.2,100,2012-07-22,NA,"Baikonur Cosmodrome","exactView 1",2012,"World",821000,17703.8210790419,"#FA6A06",814,32,1,"Commercial","Communications"
"563","Communications","Government","Saudi Arabia","LEO","Non-Polar Inclined",0,603,702,0.00705,64.6,97.8,10,2002-12-20,NA,"Baikonur Cosmodrome","Saudisat 1C",2002,"World",702000,17703.9864254096,"#FC1C0A",652,11,1,"Government","Communications"
"564","Communications","Commercial","USA","GEO","Unlisted",329,35778,35793,0.000178,0.02,1436.1,4100,2008-07-07,16,"Guiana Space Center","Intelsat 25",2008,"USA",35793000,17655.4285239679,"#B9DDE8",35786,575,1,"Commercial","Communications"
"565","Communications","Military","United Kingdom","GEO","Unlisted",-1,35771,35802,0.000368,0.07,1436.1,4700,2007-03-11,15,"Guiana Space Center","Skynet 5A",2007,"World",35802000,17655.4161212342,"#ADD7E6",35786,40,1,"Military","Communications"
"566","Communications","Military","USA","GEO","Unlisted",NA,35700,35803,0.00122,4.2,1436.1,6169,2013-09-18,14,"Cape Canaveral","AEHF-3",2013,"USA",35803000,17655.4147431543,"#9ED2E2",35752,575,1,"Military","Communications"
"567","Communications","Commercial","USA","GEO","Unlisted",-107,35781,35794,0.000154,0.01,1436.13,6100,2012-07-05,15,"Guiana Space Center","Echostar 17",2012,"USA",35794000,17655.4271458851,"#9ED3E2",35788,575,1,"Commercial","Communications"
"568","Communications","Military","Russia","LEO","Polar",0,1480,1511,0.00197,82.5,115.9,280,2008-05-23,5,"Plesetsk Cosmodrome","Rodnik",2008,"World",1511000,17702.8624393029,"#FAB317",1496,133,1,"Military","Communications"
"569","Communications","Government","Egypt","GEO","Unlisted",-7,35795,35813,0.000213,0.05,1436.23,3200,2010-08-04,15,"Guiana Space Center","Nilesat 201",2010,"World",35813000,17655.400962373,"#C9E5E9",35804,2,1,"Government","Communications"
"570","Communications","Military","USA","Elliptical","Molniya",0,500,39850,0.741,63.4,717.7,NA,2004-08-31,NA,"Cape Canaveral","SDS III-4",2004,"USA",39850000,17649.8402956133,NA,20175,575,1,"Military","Communications"
"571","Communications","Military","USA","GEO","Unlisted",-15,35576,35998,0.00501,4.57,1436.1,6804,2015-01-21,NA,"Cape Canaveral","MUOS-3",2015,"USA",35998000,17655.1460237389,"#9BD2E1",35787,575,1,"Military","Communications"
"572","Communications","Commercial","USA","LEO","Non-Polar Inclined",0,1413,1415,0.000128,52,114.1,700,2011-07-13,15,"Baikonur Cosmodrome","Globalstar M091",2011,"USA",1415000,17702.9958059407,"#FBF36B",1414,575,1,"Commercial","Communications"
"573","Communications","Military","USA","GEO","Unlisted",-135,35706,35868,0.00192,0.01,1436.13,1156,2000-01-01,10,"Cape Canaveral","DSCS III-F11",2000,"USA",35868000,17655.3251686525,"#FBFA95",35787,575,1,"Military","Communications"
"574","Communications","Military","Italy","GEO","Unlisted",16,35769,35802,0.000391,1.01,1436.06,2596,2001-02-07,NA,"Guiana Space Center","Sicral 1A",2001,"World",35802000,17655.4161212342,"#E2EEE8",35786,7,1,"Military","Communications"
"575","Communications","Commercial","Russia","LEO","Sun-Synchronous",0,626,636,0.000714,98.4,97.33,27,2014-07-08,NA,"Baikonur Cosmodrome","DX-1",2014,"World",636000,17704.078132115,"#FC3109",631,133,1,"Commercial","Communications"
"576","Communications","Military","Russia","LEO","Polar",0,1497,1506,0.000572,82.5,116.01,280,2015-09-23,5,"Plesetsk Cosmodrome","Rodnik",2015,"World",1506000,17702.8693854075,"#FAB317",1502,133,1,"Military","Communications"
